,x,y,label
0,0.7730107869403067,-0.5152017588233765,1
1,0.5222276968317635,-0.17244782322583088,1
2,0.8977245841651916,0.3928951028382275,0
3,0.07714594004820638,0.34767052650493235,1
4,1.0305627374500654,-0.5231235385758294,1
5,1.9999284025948656,0.22671582302708643,1
6,-0.7723411126802016,0.6753247412754386,0
7,0.9380133839379252,0.6179997781915902,0
8,-1.0826483085634968,-0.19738012086235845,0
9,1.1308603526693402,-0.4671505068993909,1
10,2.129520404796265,0.3693050371857697,1
11,1.8878949963591047,0.1294097204221264,1
12,-0.6126554253858911,0.39913253131899723,0
13,1.5144355351468697,-0.42765593136944247,1
14,-0.5393529220904143,0.7794808717251422,0
15,0.18148695527688663,0.5262471452620516,1
16,0.006162334005049498,0.2970970345337521,1
17,1.5127945263294391,-0.5259407593768795,1
18,0.33642928572197184,-0.2770017879713219,1
19,1.0467062334173354,-0.3999005357241494,1
20,0.4284389828312454,0.8208316098511561,0
21,0.35829903948819775,1.0590164068729553,0
22,0.26381211946882166,-0.016780446095764942,1
23,1.8831119490711363,-0.07368721804210246,1
24,0.8768849094770597,0.5429090545757236,0
25,1.2175528486183593,-0.3678777763821538,1
26,1.063512284127622,0.40971786723850656,0
27,0.911452238177598,0.48794210603779903,0
28,1.977549084419813,0.37032054030725164,1
29,0.9790728192280209,0.19490938080617445,0
30,-0.7915576306650859,0.6998691279695268,0
31,1.4610493763477888,-0.31988450536377533,1
32,2.046810367401795,0.5235673892968342,1
33,-0.09436756564477913,0.8950721903829735,0
34,-1.0541982077873553,0.1138497925551565,0
35,0.8712479919189309,0.7091126191521127,0
36,-1.011187708216054,0.37661853438049286,0
37,0.3805616190894781,0.8334535496659641,0
38,-0.6307232057943427,0.849506696095531,0
39,-0.9289686864984998,0.60526214028129,0
40,1.7835204108277627,-0.04592032790677661,1
41,1.6800351371751985,-0.4016750097685548,1
42,0.9514037885336681,0.1939671276420302,0
43,0.38574895305451606,-0.3066458132673905,1
44,-0.0766558547803454,1.016143052541318,0
45,0.2918736269047231,-0.346729871493545,1
46,1.0957265236646725,-0.5560877335876933,1
47,0.7256217288042625,0.6585421289631633,0
48,0.29119678923908754,0.8998290288332498,0
49,-0.5715608617279581,0.6554724419015123,0
50,0.1325040146358959,1.078188295549886,0
51,-0.538687784834873,0.9962398019868535,0
52,0.16794705493025205,-0.07563887123092368,1
53,-1.082030598458455,0.17632409618035066,0
54,-0.826741266852377,0.6684307691250839,0
55,-0.18600366313853237,0.9591209822997155,0
56,-0.917649285521622,0.4864284362546656,0
57,-0.1563100278134516,0.8689274293437503,0
58,0.2669020910082334,0.9693699954557647,0
59,0.24746813071452334,0.1331001743379156,1
60,0.6285764953926447,0.5656030719404945,0
61,1.0168021907140863,0.43326372207154307,0
62,-0.9516060697937082,0.2592828300120938,0
63,1.1228158664669163,-0.417222953095215,1
64,0.5097121649233406,0.8203971337055772,0
65,-0.33577112071269966,0.8928206187447085,0
66,0.6162215684048272,-0.4829937998694701,1
67,-0.5334202057638098,0.9190725899026326,0
68,0.4088644915402225,0.8155459772125191,0
69,1.2886799576522234,-0.5397643098540695,1
70,0.2731755491636916,-0.29618018477643926,1
71,-0.45518825210819686,0.9163589019802417,0
72,0.9002163719480077,0.4254175459637272,0
73,-0.18839253979667267,0.8890341892723553,0
74,1.3502846695005717,-0.2719553251413387,1
75,1.2590590861301143,-0.43421081309249443,1
76,0.16871080602820468,-0.13583784967259366,1
77,-0.9528728891850302,0.19292641796808024,0
78,0.5169548772421854,0.7517500956517045,0
79,0.8042178505932366,0.6029444678400983,0
80,0.890395819432076,0.6030891480666819,0
81,0.6525243736300634,0.7788634492159482,0
82,0.4091304788320808,0.8983177824132953,0
83,-0.03188364286506747,1.0044271051794744,0
84,-1.0501379108190152,0.05651534490008871,0
85,0.9212630158792238,0.42719775743241395,0
86,0.9519120261044675,0.19971111773076683,0
87,1.8150940075580384,0.5093144049973768,1
88,1.5327716566852863,-0.38952537166287154,1
89,0.10474681280281338,1.1857101486674766,0
90,0.8326965326249007,-0.5080846806932711,1
91,-0.31287806257067013,0.7997737876259683,0
92,1.9245708789023235,0.2977553828809873,1
93,0.5246493223778043,-0.4865373137160319,1
94,1.886984143213811,0.47749830197542686,1
95,-0.6130623613178834,0.7957363111603798,0
96,-0.8503025434536833,0.39006267133385697,0
97,0.525286183800015,0.9108175444546143,0
98,0.9550841094449454,0.18547957189106173,0
99,-0.05373669355534736,0.4176838991645121,1
100,0.42787576248662856,-0.4647395998166553,1
101,0.8436671418342424,0.40759057207616756,0
102,-0.15881446528416177,0.7851008222221778,0
103,1.763777778859611,0.18516794704112155,1
104,1.8803450470047496,0.3790051875997992,1
105,1.3114591726934648,-0.3195079894932853,1
106,0.4936391099676305,0.7627196020710599,0
107,0.7861831980599883,0.3576420620727953,0
108,-0.8719194336164969,0.28942894812594405,0
109,-0.022365482563281545,0.30094352567279065,1
110,0.1272423619596188,-0.37845817730333975,1
111,0.7944693560921253,0.803188651081839,0
112,1.1799433961835974,-0.6674176704091952,1
113,-0.921860084212099,0.10375224995487031,0
114,1.8187319367111823,-0.06316902300623878,1
115,1.5391009217962741,-0.2378902006521968,1
116,1.7726766094196966,-0.1620558715884712,1
117,0.8143909759547924,0.5898919998189642,0
118,1.5309716499445596,-0.43112018648408024,1
119,0.2963830751577415,1.0258583661602239,0
120,0.8113236758253267,0.49252441625099963,0
121,-0.5686063167848052,0.8624511605738785,0
122,0.5902469637881295,0.2540922935555191,0
123,-0.11074056595632417,1.1459819165933485,0
124,-0.09642222289335953,0.8741172427992265,0
125,-1.084837805229193,0.10688550960633522,0
126,0.2439462787004917,-0.30867301829638577,1
127,0.9429188289986996,0.21106663513518342,0
128,0.16363637657951777,0.9843823707072864,0
129,1.3548217927647388,-0.5590823399077295,1
130,1.7603578518863854,0.02263153993555092,1
131,-0.8734883449433918,0.5509059158671381,0
132,0.13746194807838769,0.5469684272783772,1
133,1.938746686908322,-0.13832448644474918,1
134,-0.9024613375996843,0.7743587649594232,0
135,1.3315265405965035,-0.5004218890137218,1
136,0.002592888494927864,1.050735054149438,0
137,0.6696238798809541,0.7828003153284803,0
138,0.5551741760098969,-0.28624933805969116,1
139,0.3338899017639148,0.9152405830461078,0
140,0.16100332309526272,1.046000581891954,0
141,-0.01261116044682814,1.2840304842696753,0
142,-0.991152837442447,0.5540031584529734,0
143,0.9049960465335667,-0.3355638218633037,1
144,1.1959085876679771,-0.6023493619290853,1
145,0.1490046712132802,0.08024788193357496,1
146,1.8050503578982988,-0.03888100384240145,1
147,1.0760664337002857,-0.5779167185071055,1
148,0.09016837158951618,1.1040881817441397,0
149,-0.2097591831101541,1.0570032083638272,0
150,1.053988126438366,-0.6851788961075578,1
151,-0.5800731887505838,0.8874379588139323,0
152,1.9388749694975134,0.515518273221096,1
153,0.1724782673815159,0.5892639935320463,1
154,0.15701716057545845,0.09471210384407552,1
155,1.953591072798775,0.10978230171314646,1
156,0.5421615096516434,0.9431875652994055,0
157,1.8159282754566743,-0.039271975735494125,1
158,0.5876434830387267,0.8351610920628884,0
